UOP;Mann-Whitney U-test;p-value;;;STANFORD;Mann-Whitney U-test;p-value
CD4 T cells naive_intratumor_cellfrequency;604.0;0.6814663634136858;;;Myeloid M2 macrophages_stromal_pCREB;710.0;0.36053986471650135
Fibroblasts_tumorfront_aggregatedNeighbors.Fibroblasts;660.0;0.6815717612000836;;;Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.DCs;706.0;0.36447603953223673
Tumor non-proliferating_intratumor_pCREB;588.0;0.6816247518180969;;;Myeloid Granulocytes_tumorfront_E-Cadherin;709.0;0.3665728807923244
Myeloid M1 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.memory;588.5;0.6853080101622228;;;Myeloid DCs_tumorfront_celldistance;551.0;0.36661306186730924
CD8 T cells_stromal_aggregatedNeighbors.CD4.T.cells.naive;588.5;0.6857257470978638;;;Tumor non-proliferating_stromal_aggregatedNeighbors.B.cells;592.0;0.37124531796175997
CD4 T cells memory_stromal_aggregatedNeighbors.Fibroblasts;659.5;0.6858629618489733;;;Vessel_stromal_pMAPKAPK2;708.0;0.3727496484923206
Vessel_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes;589.5;0.6910908111828771;;;Vessel_tumorfront_pNFkB;708.0;0.3727496484923206
Myeloid Monocytes_tumorfront_CD36;658.5;0.6943815731856663;;;B cells_tumorfront_aggregatedNeighbors.Vessel;697.5;0.37728523187502006
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes;655.5;0.697042632766701;;;Myeloid M1 macrophages_tumorfront_pERK;707.0;0.378949466097278
Myeloid DCs_stromal_pMAPKAPK2;590.0;0.6977782440941753;;;B cells_tumorfront_aggregatedNeighbors.Fibroblasts;694.0;0.37957807016000567
Tumor proliferating_tumorfront_pp38;590.0;0.6985725011784067;;;CD8 T cells_stromal_pERK;706.5;0.3820331238754505
Myeloid M1 macrophages_stromal_pp38;658.0;0.6986566289674558;;;CD4 T cells regulatory_stromal_aggregatedNeighbors.Tumor.non.proliferating;584.0;0.38695588389816815
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Fibroblasts;654.5;0.6995813630835346;;;CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes;690.0;0.38826564637837946
Myeloid DCs_stromal_aggregatedNeighbors.CD8.T.cells;591.5;0.7016177519605555;;;Myeloid M1 macrophages_stromal_aggregatedNeighbors.Fibroblasts;554.5;0.38835940340900155
CD4 T cells regulatory_stromal_Ki67;591.0;0.7056253348857955;;;Tumor proliferating_intratumor_cellfrequency;705.0;0.39106106226350956
Tumor non-proliferating_stromal_pSTAT3;591.0;0.705910508715914;;;Myeloid Monocytes_stromal_pS6;705.0;0.39153409736894296
Myeloid M2 macrophages_tumorfront_pERK;591.0;0.7070992606458083;;;Myeloid Monocytes_stromal_CD36;705.0;0.39153409736894296
CD8 T cells_tumorfront_pSTAT1;657.0;0.7072281157926088;;;Tumor non-proliferating_intratumor_pERK;705.0;0.39153806792289014
Fibroblasts_tumorfront_eccentricity;657.0;0.7072304570410443;;;Myeloid Granulocytes_stromal_Ki67;555.5;0.39458567752051377
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.DCs;595.0;0.7088344202552196;;;Myeloid M2 macrophages_stromal_pSTAT1;704.0;0.39792644246181264
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.Monocytes;653.5;0.7091862554117723;;;Fibroblasts_tumorfront_area;703.5;0.40114010134400857
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.DCs;650.5;0.7137907307149103;;;Tumor proliferating_intratumor_CD44;703.0;0.403903904554327
Myeloid Granulocytes_tumorfront_cellfrequency;592.0;0.714556738898098;;;Myeloid DCs_stromal_area;557.0;0.4043614686287219
CD4 T cells regulatory_stromal_pMAPKAPK2;656.0;0.7151875635283695;;;Vessel_tumorfront_celldistance;557.0;0.4043772284068652
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;656.0;0.7151875635283695;;;Myeloid M2 macrophages_tumorfront_pp38;703.0;0.4043772284068652
Myeloid Monocytes_tumorfront_pSTAT3;592.0;0.7157959893893764;;;Myeloid M1 macrophages_stromal_pS6;702.0;0.4108901739398346
Fibroblasts_stromal_E-Cadherin;592.0;0.715841578368051;;;Myeloid Granulocytes_tumorfront_pSTAT3;701.0;0.41742596181151814
Myeloid DCs_tumorfront_pERK;655.0;0.7192470807838438;;;B cells_tumorfront_aggregatedNeighbors.Myeloid.Monocytes;686.0;0.42102294327434
Fibroblasts_tumorfront_aggregatedNeighbors.Myeloid.DCs;596.5;0.7207750227786645;;;Fibroblasts_tumorfront_pS6;700.0;0.42410144167929154
CD4 T cells regulatory_tumorfront_pMAPKAPK2;655.0;0.7210121294043814;;;Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.B.cells;691.5;0.43081328751163994
CD4 T cells regulatory_stromal_aggregatedNeighbors.CD4.T.cells.naive;593.5;0.7221707798816404;;;CD8 T cells_tumorfront_area;698.5;0.4340321492906809
CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.DCs;597.0;0.7228230059793894;;;CD4 T cells memory_tumorfront_pERK;698.5;0.43413237470327837
CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.DCs;653.0;0.7239627021378198;;;Myeloid M2 macrophages_tumorfront_celldistance;698.0;0.4375578509038419
CD4 T cells naive_stromal_cellfrequency;593.0;0.724489000259932;;;Tumor non-proliferating_stromal_aggregatedNeighbors.Myeloid.DCs;578.0;0.4383140986543441
CD4 T cells memory_tumorfront_aggregatedNeighbors.CD4.T.cells.memory;654.5;0.7272998627496023;;;Myeloid Monocytes_tumorfront_pMAPKAPK2;697.0;0.4443389609625771
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages;598.5;0.7281896047470531;;;Myeloid Monocytes_tumorfront_area;696.5;0.4477599263408154
CD8 T cells_tumorfront_aggregatedNeighbors.Tumor.non.proliferating;654.5;0.7288150902714863;;;Tumor non-proliferating_stromal_pp38;564.0;0.4495222777356045
CD4 T cells regulatory_tumorfront_GranzymeB;594.0;0.7297951621139509;;;Myeloid DCs_stromal_CD36;696.0;0.4512567006659868
Myeloid Granulocytes_tumorfront_pSTAT3;594.0;0.7316964454963737;;;Vessel_stromal_Ki67;564.0;0.4512567006659868
CD4 T cells naive_stromal_aggregatedNeighbors.CD4.T.cells.naive;594.0;0.7331286724037912;;;Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes;694.0;0.45249809018334153
Tumor non-proliferating_intratumor_GranzymeB;594.0;0.7331717161280784;;;CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.DCs;695.0;0.45509496151826323
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.DCs;650.5;0.7381043175526922;;;CD8 T cells_stromal_aggregatedNeighbors.Fibroblasts;565.0;0.4581207259394624
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.memory;597.5;0.7400776654793748;;;Myeloid Monocytes_stromal_pMAPKAPK2;695.0;0.4581923440571749
Fibroblasts_stromal_pSTAT1;653.0;0.7418887058302331;;;Tumor non-proliferating_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages;695.0;0.4581961126576446
Myeloid M1 macrophages_stromal_E-Cadherin;595.0;0.7418887058302331;;;Fibroblasts_tumorfront_CD36;695.0;0.4581961126576446
Myeloid Granulocytes_stromal_aggregatedNeighbors.CD4.T.cells.naive;595.5;0.7430147742855665;;;CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M1.macrophages;693.5;0.46438927325327495
Myeloid Monocytes_stromal_aggregatedNeighbors.CD8.T.cells;652.5;0.7456578129698945;;;Myeloid M2 macrophages_tumorfront_E-Cadherin;694.0;0.46519498257391645
CD4 T cells naive_tumorfront_pp38;595.5;0.7462576768759335;;;Myeloid M2 macrophages_stromal_cellfrequency;694.0;0.46519498257391645
B cells_tumorfront_aggregatedNeighbors.CD4.T.cells.memory;598.5;0.7477445308601967;;;Myeloid Granulocytes_tumorfront_pMAPKAPK2;692.0;0.4793325338493484
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages;596.5;0.7489873026782573;;;CD4 T cells naive_tumorfront_aggregatedNeighbors.Vessel;690.0;0.48141578659250406
CD4 T cells naive_stromal_aggregatedNeighbors.Tumor.non.proliferating;651.0;0.7490981410039839;;;CD4 T cells memory_stromal_area;691.0;0.48654034792576284
Vessel_stromal_CD36;596.0;0.750638936025578;;;Fibroblasts_stromal_aggregatedNeighbors.Myeloid.M1.macrophages;691.0;0.48654034792576284
Myeloid M1 macrophages_tumorfront_E-Cadherin;596.0;0.750638936025578;;;Vessel_stromal_E-Cadherin;691.0;0.4865440016643209
CD4 T cells naive_stromal_pp38;596.0;0.750638936025578;;;CD8 T cells_stromal_aggregatedNeighbors.Myeloid.M1.macrophages;690.5;0.48934342895848504
B cells_tumorfront_eccentricity;651.0;0.7527504651778316;;;Tumor non-proliferating_tumorfront_aggregatedNeighbors.B.cells;685.0;0.49257352634652085
B cells_tumorfront_celldistance;597.0;0.7527504651778316;;;CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;689.5;0.49626701552879493
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Tumor.non.proliferating;598.0;0.7534546315738924;;;CD8 T cells_tumorfront_eccentricity;689.0;0.5009400197788436
CD4 T cells naive_tumorfront_CD36;651.5;0.7550242018619775;;;Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Fibroblasts;571.5;0.5012121373573963
Tumor proliferating_intratumor_pS6;597.0;0.7593529183555967;;;Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.Monocytes;688.5;0.5016420426261771
Fibroblasts_stromal_aggregatedNeighbors.CD4.T.cells.memory;651.0;0.7594194058573628;;;Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.Granulocytes;687.5;0.504782769220979
Fibroblasts_stromal_CD36;651.0;0.7594213605382848;;;CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.DCs;686.0;0.5067655850752635
Tumor non-proliferating_intratumor_pSTAT3;597.0;0.7594213605382848;;;Myeloid M2 macrophages_stromal_CD36;688.0;0.5084117166874023
Myeloid Granulocytes_tumorfront_pERK;650.5;0.7619404346853061;;;CD4 T cells naive_tumorfront_aggregatedNeighbors.Fibroblasts;683.0;0.5116052048758067
CD8 T cells_tumorfront_aggregatedNeighbors.CD4.T.cells.memory;650.5;0.762943372223371;;;Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;687.5;0.511804859871934
CD4 T cells memory_stromal_pp38;597.5;0.7638223941508084;;;Myeloid M1 macrophages_tumorfront_pMAPKAPK2;686.0;0.5232714856259304
CD8 T cells_intratumor_pS6;650.0;0.7678185653350369;;;Vessel_tumorfront_cellfrequency;574.0;0.5232714856259304
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Fibroblasts;650.0;0.7682028276088173;;;CD8 T cells_tumorfront_aggregatedNeighbors.Fibroblasts;575.5;0.5299336115541782
Vessel_tumorfront_pp38;598.0;0.7682349207293218;;;Myeloid M1 macrophages_tumorfront_E-Cadherin;685.0;0.5307840828997274
B cells_stromal_aggregatedNeighbors.B.cells;598.5;0.7713801659239425;;;Myeloid M2 macrophages_stromal_GranzymeB;684.0;0.5383510335295225
CD4 T cells naive_stromal_aggregatedNeighbors.CD4.T.cells.memory;598.5;0.772634504772366;;;Myeloid DCs_tumorfront_Ki67;684.0;0.5383510335295225
Myeloid Granulocytes_tumorfront_pNFkB;599.0;0.7755788505623058;;;Myeloid Monocytes_tumorfront_aggregatedNeighbors.Fibroblasts;683.0;0.5406774441884701
CD8 T cells_tumorfront_pMAPKAPK2;599.0;0.7770767263679822;;;CD4 T cells memory_stromal_aggregatedNeighbors.Tumor.non.proliferating;581.0;0.5414072559550118
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Tumor.proliferating;601.0;0.7775081375681095;;;Vessel_tumorfront_CD36;577.0;0.5459717226765591
Fibroblasts_tumorfront_aggregatedNeighbors.CD4.T.cells.memory;599.5;0.7813611801382344;;;Tumor non-proliferating_intratumor_area;683.0;0.5459717226765591
CD4 T cells memory_tumorfront_celldistance;648.5;0.7814934403899146;;;CD4 T cells memory_tumorfront_eccentricity;682.0;0.5536421922457718
Myeloid M2 macrophages_tumorfront_GranzymeB;600.0;0.785853040019868;;;Fibroblasts_tumorfront_pMAPKAPK2;682.0;0.5536455168697356
Myeloid DCs_tumorfront_aggregatedNeighbors.Tumor.non.proliferating;647.0;0.7867842395365472;;;Myeloid M1 macrophages_stromal_eccentricity;579.0;0.5613717641267684
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.B.cells;611.0;0.7924601800083544;;;Tumor non-proliferating_stromal_aggregatedNeighbors.CD4.T.cells.regulatory;600.0;0.5748418707125902
CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes;644.0;0.7940946973440345;;;Myeloid Monocytes_tumorfront_pp38;679.0;0.5769469779126806
Myeloid M2 macrophages_tumorfront_pSTAT1;601.0;0.7946495746259735;;;Myeloid M1 macrophages_tumorfront_pp38;679.0;0.5769789181490094
Myeloid M2 macrophages_stromal_Ki67;647.0;0.7948449238238261;;;Vessel_stromal_aggregatedNeighbors.Myeloid.M1.macrophages;678.0;0.5848552818606441
Vessel_tumorfront_aggregatedNeighbors.Tumor.non.proliferating;601.0;0.7948482870271981;;;Myeloid M2 macrophages_stromal_eccentricity;678.0;0.5848584296335011
Vessel_stromal_aggregatedNeighbors.CD8.T.cells;647.0;0.7948499685668717;;;B cells_stromal_aggregatedNeighbors.Myeloid.Granulocytes;585.5;0.5873785178195037
Myeloid Monocytes_tumorfront_pp38;601.5;0.7993103652701372;;;Vessel_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;677.0;0.5927876039372726
Myeloid M2 macrophages_stromal_cellfrequency;601.5;0.7993103652701372;;;CD4 T cells memory_stromal_aggregatedNeighbors.Fibroblasts;584.0;0.6007321167517722
CD4 T cells memory_tumorfront_aggregatedNeighbors.Tumor.proliferating;645.0;0.7994720132854841;;;Myeloid M1 macrophages_stromal_GranzymeB;676.0;0.6007656987123908
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Tumor.proliferating;644.0;0.8019871556498717;;;Vessel_tumorfront_E-Cadherin;676.0;0.6007656987123908
Fibroblasts_tumorfront_aggregatedNeighbors.Tumor.proliferating;645.5;0.8022195500607884;;;Tumor non-proliferating_stromal_aggregatedNeighbors.Myeloid.M1.macrophages;673.0;0.6020794078528935
B cells_tumorfront_pSTAT1;603.0;0.8061441343422319;;;Tumor proliferating_intratumor_area;675.5;0.6044059548195777
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Tumor.non.proliferating;644.5;0.8099376265311;;;Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.M1.macrophages;675.0;0.6086837921124952
CD4 T cells regulatory_tumorfront_pERK;645.0;0.8103129255250262;;;CD4 T cells memory_tumorfront_aggregatedNeighbors.Vessel;585.0;0.6087018253118456
Tumor non-proliferating_stromal_pSTAT1;603.0;0.8114617544283913;;;Fibroblasts_stromal_area;585.0;0.6087919540500273
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;645.0;0.8125945953855825;;;Myeloid Granulocytes_stromal_aggregatedNeighbors.Vessel;585.5;0.6124590467508167
Vessel_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;645.0;0.8127257169292774;;;Vessel_tumorfront_eccentricity;674.0;0.6168655926757294
Myeloid Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.memory;644.5;0.815146294431683;;;CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.M1.macrophages;673.5;0.6180422271496196
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages;605.5;0.8168926640511158;;;B cells_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory;655.5;0.6188986963320134
CD4 T cells regulatory_tumorfront_pSTAT3;644.0;0.817761059887219;;;CD4 T cells memory_stromal_eccentricity;673.0;0.6249829186439195
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;642.5;0.8198302834493154;;;CD4 T cells memory_tumorfront_E-Cadherin;673.0;0.6249829186439195
Fibroblasts_stromal_aggregatedNeighbors.CD4.T.cells.naive;604.0;0.821709374303958;;;B cells_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages;667.0;0.6267973604797439
Fibroblasts_tumorfront_Ki67;604.0;0.821709374303958;;;CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.M1.macrophages;672.5;0.6287118600510166
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Tumor.proliferating;606.5;0.8253971345302438;;;CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.DCs;672.0;0.6303072036474696
Myeloid M2 macrophages_stromal_E-Cadherin;643.5;0.8262055370996483;;;B cells_stromal_aggregatedNeighbors.Tumor.non.proliferating;611.0;0.6314655633034373
CD8 T cells_intratumor_Ki67;643.0;0.830309092985311;;;Vessel_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes;672.0;0.6315459322356209
Myeloid M2 macrophages_tumorfront_cellfrequency;605.0;0.8306319475930619;;;CD4 T cells memory_tumorfront_Ki67;672.0;0.6331489760852266
Vessel_stromal_aggregatedNeighbors.CD4.T.cells.naive;605.0;0.8307102771275143;;;Vessel_intratumor_cellfrequency;593.0;0.6341106374706211
CD8 T cells_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory;641.5;0.8309403429099425;;;B cells_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages;665.5;0.6370865191214004
Myeloid DCs_stromal_area;642.0;0.8392461356783981;;;Myeloid Monocytes_stromal_aggregatedNeighbors.Fibroblasts;671.0;0.6410829068530761
CD4 T cells regulatory_stromal_eccentricity;606.0;0.83944105918353;;;Myeloid M1 macrophages_tumorfront_area;671.0;0.6413599839503171
Tumor proliferating_tumorfront_pNFkB;606.0;0.8397069304537974;;;Fibroblasts_tumorfront_Ki67;671.0;0.6413627794434322
CD8 T cells_stromal_aggregatedNeighbors.CD4.T.cells.memory;642.0;0.8397188636295138;;;Tumor non-proliferating_intratumor_CD36;589.0;0.6413627794434322
B cells_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory;633.5;0.8406566225180456;;;CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.DCs;665.5;0.6480320553070243
B cells_tumorfront_aggregatedNeighbors.CD8.T.cells;607.5;0.8417966767725872;;;Fibroblasts_tumorfront_pSTAT1;670.0;0.6496178385787386
Myeloid DCs_tumorfront_aggregatedNeighbors.CD4.T.cells.memory;608.0;0.843254829197923;;;Vessel_stromal_pS6;670.0;0.6496178385787386
B cells_tumorfront_VEGF;607.0;0.8439822674299892;;;Fibroblasts_stromal_cellfrequency;670.0;0.6496178385787386
CD4 T cells memory_tumorfront_Ki67;606.5;0.8442401266689266;;;B cells_stromal_aggregatedNeighbors.Myeloid.DCs;667.0;0.6526006780618754
Myeloid DCs_tumorfront_cellfrequency;607.0;0.8458119557618466;;;Myeloid Monocytes_tumorfront_aggregatedNeighbors.Vessel;590.5;0.6527643088021902
Tumor proliferating_tumorfront_pS6;607.0;0.8487526688415534;;;Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.DCs;669.5;0.6527670454782748
Myeloid M1 macrophages_tumorfront_pp38;641.0;0.8487777251044815;;;Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.DCs;668.0;0.6650489540255562
Myeloid Granulocytes_tumorfront_E-Cadherin;640.5;0.8524735750542913;;;Myeloid M2 macrophages_tumorfront_CD36;668.0;0.6662568120253349
Myeloid DCs_tumorfront_pCREB;640.0;0.8550498518571528;;;Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;667.5;0.6703881407841867
CD4 T cells regulatory_tumorfront_pCREB;608.0;0.8559905806286978;;;Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.Granulocytes;594.0;0.67544373026308
CD8 T cells_tumorfront_pp38;608.0;0.857840777135536;;;Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.Granulocytes;594.0;0.6825074251374288
CD4 T cells regulatory_stromal_aggregatedNeighbors.CD4.T.cells.regulatory;612.0;0.8590558992470589;;;Myeloid Granulocytes_tumorfront_pp38;666.0;0.6830365387779238
CD4 T cells naive_tumorfront_aggregatedNeighbors.Tumor.proliferating;609.0;0.8597694960368316;;;CD4 T cells memory_stromal_pERK;666.0;0.6830591560774604
CD4 T cells regulatory_stromal_pp38;609.0;0.8665208249500838;;;Myeloid M1 macrophages_tumorfront_pSTAT1;666.0;0.6830616688122733
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes;636.0;0.8669436961931648;;;CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.Granulocytes;665.5;0.6855831367214802
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.Monocytes;610.0;0.8699793339896073;;;Tumor proliferating_tumorfront_pERK;664.5;0.6957673525852506
CD4 T cells memory_tumorfront_pp38;638.5;0.8714624689724447;;;Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages;664.0;0.6998885979713849
Vessel_tumorfront_aggregatedNeighbors.Fibroblasts;638.5;0.8714720836724679;;;Myeloid M1 macrophages_stromal_pERK;664.0;0.7000250853928275
B cells_tumorfront_GranzymeB;610.0;0.8725036011282769;;;CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.Granulocytes;662.0;0.7063464950027223
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes;611.0;0.8733542579147424;;;Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.DCs;597.0;0.7080472443911452
Myeloid DCs_tumorfront_pS6;638.0;0.8735841297511083;;;Vessel_stromal_aggregatedNeighbors.Myeloid.DCs;597.0;0.7085405808522363
CD8 T cells_intratumor_eccentricity;638.0;0.8757981544369731;;;Myeloid M1 macrophages_stromal_area;597.0;0.7085615681162969
B cells_stromal_cellfrequency;610.0;0.8759894889690188;;;Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.DCs;597.5;0.7115127568780131
Myeloid Monocytes_stromal_pSTAT1;638.0;0.8760214640138564;;;CD4 T cells naive_tumorfront_aggregatedNeighbors.Tumor.non.proliferating;661.5;0.7116116901303937
Myeloid Monocytes_stromal_aggregatedNeighbors.CD4.T.cells.regulatory;612.5;0.8842238630717457;;;Myeloid Monocytes_tumorfront_aggregatedNeighbors.B.cells;657.0;0.7138961971585028
Myeloid Granulocytes_tumorfront_eccentricity;637.0;0.8846033582092916;;;Myeloid Granulocytes_tumorfront_CD44;662.0;0.7171168033162139
Tumor proliferating_intratumor_pCREB;637.0;0.885109145479399;;;Myeloid M2 macrophages_stromal_pERK;662.0;0.7171372311103577
Tumor non-proliferating_tumorfront_pNFkB;611.0;0.8851426286281112;;;Fibroblasts_stromal_pSTAT1;662.0;0.7171395005923142
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages;633.0;0.887543613670597;;;Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.DCs;661.5;0.7209448601744746
CD4 T cells memory_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory;612.0;0.8879873751180951;;;Tumor non-proliferating_stromal_aggregatedNeighbors.CD8.T.cells;656.5;0.7226583255675184
CD4 T cells memory_stromal_pSTAT3;611.5;0.8897060167769131;;;CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages;661.0;0.7255388437036652
CD4 T cells memory_stromal_cellfrequency;636.5;0.8897060167769131;;;Tumor non-proliferating_tumorfront_CD36;660.0;0.7343971254822648
Tumor non-proliferating_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes;612.0;0.8900766647170458;;;Myeloid Granulocytes_stromal_aggregatedNeighbors.B.cells;602.0;0.7360402247691363
Myeloid DCs_tumorfront_pSTAT3;636.0;0.8909001975531816;;;CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.DCs;659.5;0.7369894235103833
Myeloid DCs_tumorfront_E-Cadherin;612.0;0.8919066373707044;;;CD4 T cells memory_tumorfront_aggregatedNeighbors.Fibroblasts;659.5;0.7381230675893586
CD8 T cells_tumorfront_VEGF;612.0;0.8942740200249942;;;CD4 T cells regulatory_stromal_Ki67;659.0;0.7430355795943728
CD8 T cells_tumorfront_pNFkB;612.0;0.8942740200249942;;;CD8 T cells_intratumor_aggregatedNeighbors.Tumor.non.proliferating;658.0;0.7470192607007669
Tumor non-proliferating_intratumor_CD44;636.0;0.8942749011907618;;;Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.Granulocytes;658.0;0.749812505647127
B cells_tumorfront_aggregatedNeighbors.Tumor.proliferating;616.5;0.8977848461035102;;;Myeloid M1 macrophages_intratumor_cellfrequency;658.0;0.7504100798189821
B cells_tumorfront_aggregatedNeighbors.Vessel;635.0;0.8981643135537672;;;Myeloid M2 macrophages_tumorfront_eccentricity;658.0;0.751789953826423
CD4 T cells memory_tumorfront_E-Cadherin;635.5;0.8988379400793997;;;CD8 T cells_stromal_aggregatedNeighbors.Tumor.non.proliferating;652.0;0.7592153268242906
CD4 T cells memory_stromal_pMAPKAPK2;612.5;0.898845532417527;;;Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.M1.macrophages;656.5;0.7642170753516452
B cells_tumorfront_CD36;635.0;0.9003352816072242;;;Myeloid M2 macrophages_stromal_area;656.0;0.769309773075766
Myeloid DCs_tumorfront_pMAPKAPK2;635.0;0.9015129629013864;;;Myeloid M2 macrophages_tumorfront_pMAPKAPK2;656.0;0.769309773075766
Myeloid Granulocytes_tumorfront_pCREB;635.0;0.90296682234389;;;Myeloid Granulocytes_tumorfront_area;605.0;0.7780911311286363
Tumor proliferating_tumorfront_area;635.0;0.9034050912899483;;;Myeloid M2 macrophages_tumorfront_pERK;655.0;0.7781146842791643
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Fibroblasts;635.0;0.9034163749758344;;;CD4 T cells naive_stromal_aggregatedNeighbors.Tumor.non.proliferating;643.0;0.7810827662901645
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.DCs;615.0;0.9045746042306881;;;Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.DCs;606.5;0.7848352069585506
Myeloid DCs_tumorfront_VEGF;614.0;0.9108514899384288;;;CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;654.0;0.786738697965824
Myeloid DCs_tumorfront_pNFkB;634.0;0.9108514899384288;;;Myeloid DCs_tumorfront_pMAPKAPK2;654.0;0.786948175887805
CD8 T cells_stromal_pSTAT1;634.0;0.9125803522767761;;;Vessel_tumorfront_CD44;654.0;0.786948175887805
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;615.0;0.9149890207418863;;;Fibroblasts_stromal_aggregatedNeighbors.Myeloid.DCs;606.5;0.7913377027162646
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M2.macrophages;632.5;0.918741003222217;;;Vessel_stromal_aggregatedNeighbors.Myeloid.Granulocytes;653.5;0.7913394122363675
B cells_tumorfront_pERK;633.0;0.9192464370575772;;;Tumor non-proliferating_stromal_GranzymeB;653.0;0.7948652298827479
B cells_tumorfront_pMAPKAPK2;633.0;0.9195167523900725;;;Myeloid Granulocytes_tumorfront_eccentricity;653.0;0.7957924265574378
